systemTime,ipAddress,symmetric,willingness,isMultiPointRelay,wasMultiPointRelay,multiPointRelaySelector,linkcount,twoHopNeighborCount,currentLinkStatus,lostLinkTime,helloTime,lossHelloInterval,lossTime,linkCost,linkQuality,neighborLinkQuality1,uplinkKbps,downlinkKbps,RSSI value,AVG RSSI value,trend,tau,Connected,
1711548449,192.168.11.56,True,3,False,False,True,1,0,SYMMETRIC,0,0,2000,2901,1.0,1.0,1.0,128,1024,-46,-40,0,0.0,1
1711548451,192.168.11.56,True,3,False,False,True,1,0,SYMMETRIC,0,0,2000,2700,1.0,1.0,1.0,128,1024,-36,-40,0,0.0,1
1711548453,192.168.11.56,True,3,False,False,True,1,0,SYMMETRIC,0,0,2000,1547,1.0,1.0,1.0,128,1024,-39,-42,0,0.0,1
1711548455,192.168.11.56,True,3,False,False,True,1,0,SYMMETRIC,0,0,2000,2398,1.0,1.0,1.0,128,1024,-39,-42,0,0.095238,1.0
1711548457,192.168.11.56,True,3,False,False,True,1,0,SYMMETRIC,0,0,2000,2198,1.0,1.0,1.0,128,1024,-39,-43,0,0.228571,1.0
1711548459,192.168.11.56,True,3,False,False,True,1,0,SYMMETRIC,0,0,2000,2048,1.0,1.0,1.0,128,1024,-39,-44,0,0.266667,1.0
1711548461,192.168.11.56,True,3,False,False,True,1,0,SYMMETRIC,0,0,2000,2750,1.0,1.0,1.0,128,1024,-47,-43,0,0.342857,1.0
1711548463,192.168.11.56,True,3,False,False,True,1,0,SYMMETRIC,0,0,2000,2549,1.0,1.0,1.0,128,1024,-47,-43,0,0.32381,1.0
1711548465,192.168.11.56,True,3,False,False,True,1,0,SYMMETRIC,0,0,2000,1397,1.0,1.0,1.0,128,1024,-40,-44,0,0.285714,1.0
1711548467,192.168.11.56,True,3,False,False,True,1,0,SYMMETRIC,0,0,2000,1999,1.0,1.0,1.0,128,1024,-48,-43,0,0.152381,1.0
1711548469,192.168.11.56,True,3,False,False,True,1,0,SYMMETRIC,0,0,2000,1946,1.0,1.0,1.0,128,1024,-47,-43,0,0.0,1.0
1711548471,192.168.11.56,True,3,False,False,True,1,0,SYMMETRIC,0,0,2000,2800,1.0,1.0,1.0,128,1024,-39,-43,0,0.0,1.0
1711548473,192.168.11.56,True,3,False,False,True,1,0,SYMMETRIC,0,0,2000,1698,1.0,1.0,1.0,128,1024,-38,-42,0,0.0,1.0
1711548475,192.168.11.56,True,3,False,False,True,1,0,SYMMETRIC,0,0,2000,1648,1.0,1.0,1.0,128,1024,-39,-42,0,0.0,1.0
1711548477,192.168.11.56,True,3,False,False,True,1,0,SYMMETRIC,0,0,2000,2299,1.0,1.0,1.0,128,1024,-39,-43,0,0.0,1.0
1711548479,192.168.11.56,True,3,False,False,True,1,0,SYMMETRIC,0,0,2000,3000,1.0,1.0,1.0,128,1024,-40,-41,0,0.0,1.0
1711548481,192.168.11.56,True,3,False,False,True,1,0,SYMMETRIC,0,0,2000,2950,1.0,1.0,1.0,128,1024,-39,-42,0,0.0,1.0
1711548483,192.168.11.56,True,3,False,False,True,1,0,SYMMETRIC,0,0,2000,2849,1.0,1.0,1.0,128,1024,-39,-43,0,0.0,1.0
1711548485,192.168.11.56,True,3,False,False,True,1,0,SYMMETRIC,0,0,2000,1698,1.0,1.0,1.0,128,1024,-39,-42,0,0.0,1.0
1711548487,192.168.11.56,True,3,False,False,True,1,0,SYMMETRIC,0,0,2000,1446,1.0,1.0,1.0,128,1024,-38,-42,0,0.0,1.0
1711548489,192.168.11.56,True,3,False,False,True,1,0,SYMMETRIC,0,0,2000,2197,1.0,1.0,1.0,128,1024,-38,-43,0,0.0,1.0
1711548491,192.168.11.56,True,3,False,False,True,1,0,SYMMETRIC,0,0,2000,2801,1.0,1.0,1.0,128,1024,-37,-41,0,0.0,1.0
1711548493,192.168.11.56,True,3,False,False,True,1,0,SYMMETRIC,0,0,2000,2650,1.0,1.0,1.0,128,1024,-38,-42,0,0.0,1.0
1711548495,192.168.11.56,True,3,False,False,True,1,0,SYMMETRIC,0,0,2000,1549,1.0,1.0,1.0,128,1024,-39,-42,0,0.0,1.0
1711548497,192.168.11.56,True,3,False,False,True,1,0,SYMMETRIC,0,0,2000,2348,1.0,1.0,1.0,128,1024,-39,-42,0,0.0,1.0
1711548499,192.168.11.56,True,3,False,False,True,1,0,SYMMETRIC,0,0,2000,2197,1.0,1.0,1.0,128,1024,-39,-43,0,0.0,1.0
1711548501,192.168.11.56,True,3,False,False,True,1,0,SYMMETRIC,0,0,2000,1999,1.0,1.0,1.0,128,1024,-38,-43,0,0.0,1.0
1711548503,192.168.11.56,True,3,False,False,True,1,0,SYMMETRIC,0,0,2000,1697,1.0,1.0,1.0,128,1024,-38,-41,0,0.0,1.0
1711548505,192.168.11.56,True,3,False,False,True,1,0,SYMMETRIC,0,0,2000,1547,1.0,1.0,1.0,128,1024,-38,-42,0,0.0,1.0
1711548507,192.168.11.56,True,3,False,False,True,1,0,SYMMETRIC,0,0,2000,2249,1.0,1.0,1.0,128,1024,-48,-44,0,0.0,1.0
1711548509,192.168.11.56,True,3,False,False,True,1,0,SYMMETRIC,0,0,2000,1296,1.0,1.0,1.0,128,1024,-47,-42,0,0.0,1.0
1711548511,192.168.11.56,True,3,False,False,True,1,0,SYMMETRIC,0,0,2000,2649,1.0,1.0,1.0,128,1024,-46,-42,0,0.0,1.0
1711548513,192.168.11.56,True,3,False,False,True,1,0,SYMMETRIC,0,0,2000,1597,1.0,1.0,1.0,128,1024,-46,-43,0,0.0,1.0
1711548515,192.168.11.56,True,3,False,False,True,1,0,SYMMETRIC,0,0,2000,2150,1.0,1.0,1.0,128,1024,-47,-41,0,0.0,1.0
1711548517,192.168.11.56,True,3,False,False,True,1,0,SYMMETRIC,0,0,2000,1998,1.0,1.0,1.0,128,1024,-39,-42,0,0.0,1.0
1711548519,192.168.11.56,True,3,False,False,True,1,0,SYMMETRIC,0,0,2000,2701,1.0,1.0,1.0,128,1024,-41,-43,0,0.0,1.0
1711548521,192.168.11.56,True,3,False,False,True,1,0,SYMMETRIC,0,0,2000,1497,1.0,1.0,1.0,128,1024,-40,-43,0,0.0,1.0
1711548524,192.168.11.56,True,3,False,False,True,1,0,SYMMETRIC,0,0,2000,2900,1.0,1.0,1.0,128,1024,-37,-41,0,0.0,1.0
1711548526,192.168.11.56,True,3,False,False,True,1,0,SYMMETRIC,0,0,2000,1847,1.0,1.0,1.0,128,1024,-38,-43,0,0.0,1.0
1711548528,192.168.11.56,True,3,False,False,True,1,0,SYMMETRIC,0,0,2000,2299,1.0,1.0,1.0,128,1024,-37,-40,0,0.0,1.0
1711548530,192.168.11.56,True,3,False,False,True,1,0,SYMMETRIC,0,0,2000,1946,1.0,1.0,1.0,128,1024,-37,-40,0,0.0,1.0
1711548532,192.168.11.56,True,3,False,False,True,1,0,SYMMETRIC,0,0,2000,894,1.0,1.0,1.0,128,1024,-34,-40,0,0.0,1.0
1711548534,192.168.11.56,True,3,False,False,True,1,0,SYMMETRIC,0,0,2000,2950,1.0,1.0,1.0,128,1024,-34,-38,0,0.0,1.0
1711548536,192.168.11.56,True,3,False,False,True,1,0,SYMMETRIC,0,0,2000,943,1.0,1.0,1.0,128,1024,-36,-40,0,0.0,1.0
1711548538,192.168.11.56,True,3,False,False,True,1,0,SYMMETRIC,0,0,2000,1547,1.0,1.0,1.0,128,1024,-36,-41,0,0.0,1.0
1711548540,192.168.11.56,True,3,False,False,True,1,0,SYMMETRIC,0,0,2000,1600,1.0,1.0,1.0,128,1024,-35,-39,0,0.0,1.0
1711548542,192.168.11.56,True,3,False,False,True,1,0,SYMMETRIC,0,0,2000,2398,1.0,1.0,1.0,128,1024,-36,-40,0,0.0,1.0
1711548544,192.168.11.56,True,3,False,False,True,1,0,SYMMETRIC,0,0,2000,3000,1.0,1.0,1.0,128,1024,-36,-41,0,0.0,1.0
1711548546,192.168.11.56,True,3,False,False,True,1,0,SYMMETRIC,0,0,2000,2750,1.0,1.0,1.0,128,1024,-36,-40,0,0.0,1.0
1711548548,192.168.11.56,True,3,False,False,True,1,0,SYMMETRIC,0,0,2000,2650,1.0,1.0,1.0,128,1024,-36,-41,0,0.0,1.0
1711548550,192.168.11.56,True,3,False,False,True,1,0,SYMMETRIC,0,0,2000,2349,1.0,1.0,1.0,128,1024,-37,-42,0,0.0,1.0
1711548552,192.168.11.56,True,3,False,False,True,1,0,SYMMETRIC,0,0,2000,1146,1.0,1.0,1.0,128,1024,-48,-44,0,0.0,1.0
1711548554,192.168.11.56,True,3,False,False,True,1,0,SYMMETRIC,0,0,2000,2900,1.0,1.0,1.0,128,1024,-45,-41,0,0.0,1.0
1711548556,192.168.11.56,True,3,False,False,True,1,0,SYMMETRIC,0,0,2000,2700,1.0,1.0,1.0,128,1024,-46,-42,0,0.0,1.0
1711548558,192.168.11.56,True,3,False,False,True,1,0,SYMMETRIC,0,0,2000,2449,1.0,1.0,1.0,128,1024,-47,-44,0,0.0,1.0
1711548560,192.168.11.56,True,3,False,False,True,1,0,SYMMETRIC,0,0,2000,2299,1.0,1.0,1.0,128,1024,-39,-41,0,0.0,1.0
1711548562,192.168.11.56,True,3,False,False,True,1,0,SYMMETRIC,0,0,2000,1245,1.0,1.0,1.0,128,1024,-38,-42,0,0.0,1.0
1711548564,192.168.11.56,True,3,False,False,True,1,0,SYMMETRIC,0,0,2000,2149,1.0,1.0,1.0,128,1024,-47,-43,0,0.0,1.0
1711548566,192.168.11.56,True,3,False,False,True,1,0,SYMMETRIC,0,0,2000,2950,1.0,1.0,1.0,128,1024,-37,-40,0,0.0,1.0
1711548568,192.168.11.56,True,3,False,False,True,1,0,SYMMETRIC,0,0,2000,2549,1.0,1.0,1.0,128,1024,-37,-42,0,0.0,1.0
1711548570,192.168.11.56,True,3,False,False,True,1,0,SYMMETRIC,0,0,2000,2398,1.0,1.0,1.0,128,1024,-46,-43,0,0.0,1.0
1711548572,192.168.11.56,True,3,False,False,True,1,0,SYMMETRIC,0,0,2000,2198,1.0,1.0,1.0,128,1024,-38,-42,0,0.0,1.0
1711548574,192.168.11.56,True,3,False,False,True,1,0,SYMMETRIC,0,0,2000,1997,1.0,1.0,1.0,128,1024,-38,-40,0,0.0,1.0
1711548576,192.168.11.56,True,3,False,False,True,1,0,SYMMETRIC,0,0,2000,1799,1.0,1.0,1.0,128,1024,-45,-42,0,0.0,1.0
1711548578,192.168.11.56,True,3,False,False,True,1,0,SYMMETRIC,0,0,2000,2550,1.0,1.0,1.0,128,1024,-37,-40,0,0.0,1.0
1711548580,192.168.11.56,True,3,False,False,True,1,0,SYMMETRIC,0,0,2000,2098,1.0,1.0,1.0,128,1024,-37,-42,0,0.0,1.0
1711548582,192.168.11.56,True,3,False,False,True,1,0,SYMMETRIC,0,0,2000,1146,1.0,1.0,1.0,128,1024,-46,-42,0,0.0,1.0
1711548584,192.168.11.56,True,3,False,False,True,1,0,SYMMETRIC,0,0,2000,2900,1.0,1.0,1.0,128,1024,-37,-40,0,0.0,1.0
1711548586,192.168.11.56,True,3,False,False,True,1,0,SYMMETRIC,0,0,2000,2701,1.0,1.0,1.0,128,1024,-37,-41,0,0.0,1.0
1711548588,192.168.11.56,True,3,False,False,True,1,0,SYMMETRIC,0,0,2000,2650,1.0,1.0,1.0,128,1024,-46,-43,0,0.0,1.0
1711548590,192.168.11.56,True,3,False,False,True,1,0,SYMMETRIC,0,0,2000,2500,1.0,1.0,1.0,128,1024,-36,-40,0,0.0,1.0
1711548592,192.168.11.56,True,3,False,False,True,1,0,SYMMETRIC,0,0,2000,1497,1.0,1.0,1.0,128,1024,-36,-41,0,0.0,1.0
1711548594,192.168.11.56,True,3,False,False,True,1,0,SYMMETRIC,0,0,2000,1344,1.0,1.0,1.0,128,1024,-48,-41,0,0.0,1.0
1711548596,192.168.11.56,True,3,False,False,True,1,0,SYMMETRIC,0,0,2000,2800,1.0,1.0,1.0,128,1024,-35,-41,0,0.0,1.0
1711548598,192.168.11.56,True,3,False,False,True,1,0,SYMMETRIC,0,0,2000,2549,1.0,1.0,1.0,128,1024,-35,-39,0,0.0,1.0
1711548600,192.168.11.56,True,3,False,False,True,1,0,SYMMETRIC,0,0,2000,2449,1.0,1.0,1.0,128,1024,-47,-40,0,0.0,1.0
1711548602,192.168.11.56,True,3,False,False,True,1,0,SYMMETRIC,0,0,2000,2198,1.0,1.0,1.0,128,1024,-35,-39,0,0.0,1.0
1711548604,192.168.11.56,True,3,False,False,True,1,0,SYMMETRIC,0,0,2000,1996,1.0,1.0,1.0,128,1024,-45,-40,0,0.0,1.0
1711548606,192.168.11.56,True,3,False,False,True,1,0,SYMMETRIC,0,0,2000,1797,1.0,1.0,1.0,128,1024,-45,-41,0,0.0,1.0
1711548608,192.168.11.56,True,3,False,False,True,1,0,SYMMETRIC,0,0,2000,1444,1.0,1.0,1.0,128,1024,-34,-39,0,0.0,1.0
1711548610,192.168.11.56,True,3,False,False,True,1,0,SYMMETRIC,0,0,2000,1196,1.0,1.0,1.0,128,1024,-35,-39,0,0.0,1.0
1711548612,192.168.11.56,True,3,False,False,True,1,0,SYMMETRIC,0,0,2000,1948,1.0,1.0,1.0,128,1024,-44,-41,0,0.0,1.0
1711548614,192.168.11.56,True,3,False,False,True,1,0,SYMMETRIC,0,0,2000,2601,1.0,1.0,1.0,128,1024,-34,-38,0,0.0,1.0
1711548616,192.168.11.56,True,3,False,False,True,1,0,SYMMETRIC,0,0,2000,2399,1.0,1.0,1.0,128,1024,-35,-40,0,0.0,1.0
1711548618,192.168.11.56,True,3,False,False,True,1,0,SYMMETRIC,0,0,2000,2250,1.0,1.0,1.0,128,1024,-45,-40,0,0.0,1.0
1711548620,192.168.11.56,True,3,False,False,True,1,0,SYMMETRIC,0,0,2000,1845,1.0,1.0,1.0,128,1024,-35,-39,0,0.0,1.0
1711548622,192.168.11.56,True,3,False,False,True,1,0,SYMMETRIC,0,0,2000,1648,1.0,1.0,1.0,128,1024,-35,-40,0,0.0,1.0
1711548624,192.168.11.56,True,3,False,False,True,1,0,SYMMETRIC,0,0,2000,2551,1.0,1.0,1.0,128,1024,-45,-41,0,0.0,1.0
1711548626,192.168.11.56,True,3,False,False,True,1,0,SYMMETRIC,0,0,2000,2249,1.0,1.0,1.0,128,1024,-34,-39,0,0.0,1.0
1711548628,192.168.11.56,True,3,False,False,True,1,0,SYMMETRIC,0,0,2000,2099,1.0,1.0,1.0,128,1024,-35,-41,0,0.0,1.0
1711548630,192.168.11.56,True,3,False,False,True,1,0,SYMMETRIC,0,0,2000,2198,1.0,1.0,1.0,128,1024,-36,-42,0,0.0,1.0
1711548632,192.168.11.56,True,3,False,False,True,1,0,SYMMETRIC,0,0,2000,1798,1.0,1.0,1.0,128,1024,-36,-39,0,0.0,1.0
1711548634,192.168.11.56,True,3,False,False,True,1,0,SYMMETRIC,0,0,2000,1548,1.0,1.0,1.0,128,1024,-35,-40,0,0.0,1.0
1711548636,192.168.11.56,True,3,False,False,True,1,0,SYMMETRIC,0,0,2000,1396,1.0,1.0,1.0,128,1024,-34,-42,0,0.0,1.0
1711548638,192.168.11.56,True,3,False,False,True,1,0,SYMMETRIC,0,0,2000,2949,1.0,1.0,1.0,128,1024,-33,-38,0,0.0,1.0
1711548640,192.168.11.56,True,3,False,False,True,1,0,SYMMETRIC,0,0,2000,2799,1.0,1.0,1.0,128,1024,-34,-39,0,0.0,1.0
1711548642,192.168.11.56,True,3,False,False,True,1,0,SYMMETRIC,0,0,2000,2549,1.0,1.0,1.0,128,1024,-34,-40,0,0.0,1.0
1711548644,192.168.11.56,True,3,False,False,True,1,0,SYMMETRIC,0,0,2000,2250,1.0,1.0,1.0,128,1024,-47,-39,0,0.0,1.0
1711548646,192.168.11.56,True,3,False,False,True,1,0,SYMMETRIC,0,0,2000,1749,1.0,1.0,1.0,128,1024,-40,-35,0,0.0,1.0
1711548648,192.168.11.56,True,3,False,False,True,1,0,SYMMETRIC,0,0,2000,1599,1.0,1.0,1.0,128,1024,-49,-43,0,0.0,1.0
